Epoch,Step,Time (seconds),Loss,Accuracy
563,14,0.029,0.0005953,0.9052
564,1,,0.00058106,0.9091
564,3,,0.00059133,0.8996
564,5,,0.00053855,0.8920
564,7,,0.00056142,0.9010
564,9,,0.00056157,0.9047
564,12,,0.00054674,0.9048
564,14,0.025,0.00055217,0.9074
565,1,,0.0004278,0.9375
565,4,,0.00056522,0.9162
565,7,,0.000565,0.9034
565,10,,0.00057654,0.9006
565,13,,0.00054737,0.8960
565,14,0.021,0.00054897,0.8957
566,1,,0.00066482,0.8636
566,4,,0.00057828,0.8906
566,7,,0.00056474,0.8994
566,10,,0.00054688,0.9028
566,13,,0.00060151,0.8995
566,14,0.021,0.00059992,0.8996
567,1,,0.00042378,0.9261
567,4,,0.00069351,0.9219
567,7,,0.00059193,0.9099
567,10,,0.00056193,0.9114
567,13,,0.00059571,0.9078
567,14,0.02,0.00059152,0.9078
568,1,,0.0013,0.8807
568,4,,0.00062867,0.9062
568,7,,0.00056771,0.9067
568,10,,0.00056144,0.9068
568,13,,0.00055392,0.9038
568,14,0.02,0.00057031,0.9039
569,1,,0.0005715,0.8807
569,4,,0.00062191,0.9020
569,7,,0.00053904,0.9010
569,10,,0.00060246,0.9006
569,13,,0.00062595,0.9034
569,14,0.023,0.00062202,0.9035
570,1,,0.00032399,0.9091
570,4,,0.0004462,0.9006
570,7,,0.00046496,0.9042
570,10,,0.00051278,0.9062
570,13,,0.00055299,0.9052
570,14,0.021,0.00055073,0.9056
571,1,,0.00025646,0.8864
571,4,,0.00055975,0.9020
571,7,,0.00052772,0.8977
571,10,,0.00056157,0.9006
571,12,,0.00060555,0.9025
571,14,,0.00058947,0.9017
571,14,0.024,0.00058947,0.9017
572,1,,0.00099812,0.9091
572,3,,0.00075536,0.9034
572,5,,0.00072406,0.9125
572,7,,0.0007168,0.9180
572,9,,0.00063781,0.9097
572,11,,0.00062497,0.9096
572,13,,0.00057817,0.9056
572,14,0.029,0.00057417,0.9061
573,1,,0.00039545,0.9148
573,4,,0.0004022,0.8963
573,6,,0.00053498,0.8835
573,8,,0.00050222,0.8842
573,10,,0.00048889,0.8898
573,12,,0.00051599,0.8935
573,14,0.027,0.00052699,0.8965
574,1,,0.00056058,0.8693
574,4,,0.00044177,0.9006
574,6,,0.00047214,0.8949
574,8,,0.00047082,0.9013
574,10,,0.00046931,0.9040
574,12,,0.00050835,0.9048
574,14,,0.00053166,0.9052
574,14,0.029,0.00053166,0.9052
575,1,,0.00023685,0.9261
575,3,,0.0002646,0.9318
575,6,,0.00038087,0.9205
575,8,,0.00043794,0.9205
575,10,,0.00045186,0.9182
575,13,,0.00053668,0.9170
575,14,0.027,0.00053286,0.9173
576,1,,0.00040763,0.8920
576,3,,0.00059708,0.9015
576,5,,0.00058342,0.9000
576,7,,0.00050407,0.8994
576,9,,0.0005327,0.8996
576,11,,0.00054625,0.9008
576,14,,0.00052372,0.8996
576,14,0.027,0.00052372,0.8996
577,1,,0.00052197,0.9261
577,3,,0.00064473,0.9242
577,5,,0.00064166,0.8943
577,7,,0.00056972,0.8994
577,9,,0.00055222,0.9034
577,11,,0.00052068,0.9019
577,13,,0.00053203,0.8986
577,14,0.029,0.00052923,0.8987
578,1,,0.00070377,0.9091
578,4,,0.00042872,0.9105
578,6,,0.00048147,0.9100
578,8,,0.00050072,0.9070
578,11,,0.00053998,0.9091
578,13,,0.00055778,0.9038
578,14,0.026,0.00055539,0.9039
579,1,,0.0002727,0.9148
579,3,,0.0004469,0.9053
579,5,,0.00051864,0.9057
579,7,,0.00053021,0.8961
579,9,,0.00052941,0.9028
579,11,,0.00055519,0.9060
579,13,,0.000555,0.9003
579,14,0.027,0.00057245,0.9004
580,1,,0.00066485,0.9432
580,3,,0.00083641,0.9167
580,5,,0.00071973,0.9080
580,7,,0.00071108,0.9083
580,9,,0.00066843,0.9148
580,11,,0.000675,0.9122
580,14,,0.00070168,0.9095
580,14,0.029,0.00070168,0.9095
581,1,,0.0005756,0.8807
581,3,,0.00070378,0.8788
581,5,,0.00074225,0.8773
581,7,,0.00084016,0.8782
581,9,,0.00079454,0.8807
581,11,,0.00078773,0.8812
581,13,,0.00073517,0.8842
581,14,0.03,0.00073076,0.8844
582,1,,0.00042197,0.9034
582,4,,0.00050239,0.9091
582,6,,0.00049551,0.9081
582,9,,0.00060139,0.9034
582,11,,0.00061397,0.9060
582,13,,0.00060448,0.9012
582,14,0.026,0.00060619,0.9013
583,1,,0.00072081,0.9148
583,3,,0.00060669,0.9129
583,5,,0.00061176,0.9114
583,7,,0.00062218,0.9107
583,9,,0.00058107,0.9091
583,11,,0.00058632,0.9055
583,13,,0.00059065,0.8964
583,14,0.029,0.00059046,0.8965
584,1,,0.00060816,0.9034
584,4,,0.0006041,0.9176
584,6,,0.00063807,0.9148
584,8,,0.00065081,0.9141
584,10,,0.00065146,0.9136
584,12,,0.00064749,0.9119
584,14,0.028,0.0006376,0.9117
585,1,,0.0015,0.8636
585,3,,0.00074257,0.8996
585,5,,0.00068548,0.9125
585,7,,0.00072028,0.9140
585,10,,0.0007083,0.9017
585,13,,0.00067465,0.8973
585,14,0.027,0.00067054,0.8974
586,1,,0.0008415,0.9034
586,3,,0.001,0.9053
586,5,,0.00076763,0.9148
586,7,,0.00069901,0.9140
586,9,,0.00067391,0.9129
586,11,,0.00065809,0.9101
586,14,,0.00060886,0.9126
586,14,0.027,0.00060886,0.9126
587,1,,0.00057342,0.9091
587,3,,0.00054395,0.9072
587,5,,0.00055232,0.9114
587,7,,0.00053756,0.9156
587,9,,0.00050525,0.9141
587,11,,0.0005675,0.9148
587,14,,0.00057802,0.9121
587,14,0.027,0.00057802,0.9121
588,1,,0.00042205,0.8977
588,3,,0.00053491,0.9091
588,6,,0.00058092,0.9006
588,8,,0.00053473,0.8984
588,10,,0.00061241,0.8972
588,12,,0.00060176,0.8963
588,14,0.027,0.00057606,0.8957
589,1,,0.00026044,0.9148
589,3,,0.00045665,0.8977
589,5,,0.00051487,0.8955
589,8,,0.00054696,0.9013
589,10,,0.00059698,0.8983
589,12,,0.00058575,0.9001
589,14,,0.00059005,0.8978
589,14,0.027,0.00059005,0.8978
590,1,,0.00062952,0.9602
590,4,,0.000427,0.9418
590,7,,0.00050024,0.9310
590,9,,0.00049226,0.9375
590,11,,0.00049214,0.9282
590,13,,0.00053883,0.9257
590,14,0.027,0.0005567,0.9255
591,1,,0.0011,0.9375
591,3,,0.00057819,0.9186
591,6,,0.00065744,0.9091
591,8,,0.00059694,0.9020
591,10,,0.00058729,0.9034
591,12,,0.00056528,0.9025
591,14,,0.00055216,0.9000
591,14,0.03,0.00055216,0.9000
592,1,,0.00060962,0.9091
592,3,,0.00069704,0.9223
592,6,,0.00055157,0.9186
592,9,,0.00056229,0.9160
592,11,,0.00051561,0.9153
592,14,,0.00054587,0.9143
592,14,0.024,0.00054587,0.9143
593,1,,0.00062797,0.9091
593,3,,0.00044155,0.9015
593,5,,0.00056406,0.9125
593,7,,0.00054576,0.9115
593,9,,0.0005193,0.9122
593,11,,0.0005633,0.9137
593,14,,0.00055609,0.9130
593,14,0.027,0.00055609,0.9130
594,1,,0.00045089,0.9432
594,4,,0.00052388,0.9304
594,7,,0.00055525,0.9140
594,9,,0.00053142,0.9205
594,12,,0.00050852,0.9209
594,14,,0.0005501,0.9190
594,14,0.025,0.0005501,0.9190
595,1,,0.00025871,0.8864
595,3,,0.00065151,0.9261
595,5,,0.00062987,0.9125
595,7,,0.00057345,0.9058
595,9,,0.00055858,0.9104
595,11,,0.00051913,0.9199
595,13,,0.00052533,0.9170
595,14,0.028,0.00052349,0.9169
596,1,,0.00020803,0.9034
596,4,,0.00048892,0.9162
596,7,,0.00050787,0.9026
596,10,,0.00054064,0.9114
596,12,,0.00054078,0.9105
596,14,0.025,0.00052073,0.9087
597,1,,0.00042082,0.9091
597,3,,0.00056346,0.8958
597,5,,0.00054389,0.9034
597,7,,0.00057144,0.9050
597,10,,0.00051809,0.9097
597,12,,0.00051269,0.9048
597,14,0.026,0.00054258,0.9022
598,1,,0.00041415,0.9034
598,4,,0.00051652,0.8935
598,7,,0.00052765,0.8985
598,10,,0.00049692,0.9028
598,13,,0.00052845,0.9021
598,14,0.024,0.00052632,0.9022
599,1,,0.00032995,0.9148
599,4,,0.00048913,0.9134
599,6,,0.00050414,0.9129
599,8,,0.00050652,0.9126
599,10,,0.00054317,0.9119
599,12,,0.00053277,0.9138
599,14,,0.0005339,0.9065
599,14,0.03,0.0005339,0.9065
600,1,,0.00087205,0.9148
600,3,,0.0006073,0.9091
600,5,,0.00064094,0.9102
600,7,,0.00061519,0.9050
600,9,,0.00056201,0.9059
600,11,,0.00057053,0.9065
600,13,,0.0005574,0.9038
600,14,0.029,0.00055523,0.9039
601,1,,0.00058044,0.8750
601,3,,0.00045245,0.8750
601,5,,0.0004806,0.8909
601,8,,0.00052642,0.8906
601,10,,0.00056767,0.8915
601,13,,0.00061114,0.8977
601,14,0.027,0.00060892,0.8978
602,1,,0.00076683,0.8864
602,3,,0.00050654,0.9034
602,5,,0.00043869,0.9170
602,7,,0.00041266,0.9091
602,10,,0.00045011,0.9057
602,13,,0.00054499,0.9091
602,14,0.027,0.00056185,0.9091
603,1,,0.00026983,0.9148
603,3,,0.00055746,0.8902
603,6,,0.00060638,0.9006
603,8,,0.00069577,0.8984
603,11,,0.00062619,0.8972
603,13,,0.00062126,0.8999
603,14,0.027,0.00061618,0.9004
604,1,,0.00035635,0.9091
604,3,,0.00048934,0.8788
604,5,,0.00050519,0.8932
604,7,,0.00051322,0.8937
604,8,,0.00053765,0.8970
604,10,,0.00055775,0.8977
604,12,,0.00057172,0.8963
604,14,,0.00054819,0.8983
604,14,0.035,0.00054819,0.8983
605,1,,0.00040231,0.9148
605,3,,0.00055266,0.8977
605,5,,0.00060401,0.9034
605,7,,0.00054108,0.9091
605,10,,0.00053313,0.9102
605,12,,0.00055778,0.9062
605,14,,0.00054087,0.9065
605,14,0.027,0.00054087,0.9065
606,1,,0.0004734,0.9034
606,3,,0.00034981,0.8958
606,6,,0.0004773,0.8854
606,8,,0.00052666,0.8928
606,11,,0.00058955,0.8936
606,13,,0.00057392,0.8929
606,14,0.026,0.00057062,0.8931
607,1,,0.00053987,0.8807
607,3,,0.00054307,0.9072
607,5,,0.00042114,0.9057
607,7,,0.00050553,0.9058
607,9,,0.00053051,0.9116
607,11,,0.00051812,0.9086
607,13,,0.0005035,0.9056
607,14,0.027,0.00052277,0.9056
608,1,,0.00072902,0.8693
608,4,,0.00057121,0.8977
608,7,,0.00054516,0.8969
608,10,,0.00055686,0.8960
608,13,,0.000675,0.8999
608,14,0.025,0.00067255,0.9000
609,1,,0.00033382,0.8580
609,3,,0.00037153,0.8807
609,5,,0.00049219,0.8886
609,7,,0.00051738,0.8815
609,10,,0.00061836,0.8875
609,12,,0.00064072,0.8925
609,14,,0.00061524,0.8944
609,14,0.027,0.00061524,0.8944
610,1,,0.0013,0.9091
610,3,,0.00072927,0.9053
610,5,,0.00060637,0.9080
610,8,,0.0006292,0.9006
610,11,,0.00061596,0.8931
610,14,,0.00060737,0.9000
610,14,0.026,0.00060737,0.9000
611,1,,0.00044496,0.8864
611,3,,0.00047455,0.8996
611,5,,0.00054935,0.9091
611,7,,0.00058951,0.9115
611,9,,0.00058823,0.9104
611,12,,0.00059696,0.9096
611,14,,0.00057141,0.9069
611,14,0.026,0.00057141,0.9069
612,1,,0.00048032,0.9432
612,4,,0.00057412,0.9205
612,6,,0.00058257,0.9176
612,9,,0.00057608,0.9129
612,11,,0.00056296,0.9091
612,13,,0.00056696,0.9113
612,14,0.025,0.00056463,0.9108
613,1,,0.00050161,0.8750
613,3,,0.00042013,0.8958
613,5,,0.00058696,0.9011
613,7,,0.00051243,0.9050
613,9,,0.00060053,0.9116
613,12,,0.00056057,0.9048
613,14,0.026,0.00056765,0.9052
614,1,,0.00025127,0.9091
614,3,,0.0003232,0.9261
614,5,,0.00037433,0.9125
614,7,,0.00046069,0.9075
614,8,,0.00051109,0.9077
614,10,,0.00055624,0.9125
614,12,,0.00056143,0.9110
614,14,0.031,0.00056246,0.9108
615,1,,0.00049317,0.8693
615,4,,0.00049174,0.9006
615,6,,0.00043304,0.9091
615,9,,0.00051286,0.8984
615,11,,0.00050534,0.9003
615,13,,0.00052301,0.9003
615,14,0.026,0.0005215,0.9004
616,1,,0.00067672,0.9091
616,3,,0.00053062,0.8977
616,5,,0.00047919,0.8864
616,7,,0.00052412,0.8864
616,9,,0.00053493,0.8920
616,12,,0.00057741,0.8968
616,14,,0.00058667,0.8978
616,14,0.028,0.00058667,0.8978
617,1,,0.0002887,0.9205
617,4,,0.00052602,0.9048
617,6,,0.00058666,0.9053
617,8,,0.00055581,0.9091
617,10,,0.00055989,0.9125
617,12,,0.00055212,0.9086
617,14,,0.00057808,0.9087
617,14,0.028,0.00057808,0.9087
618,1,,0.00038556,0.8807
618,3,,0.00064251,0.9148
618,5,,0.00063911,0.9068
618,7,,0.00065131,0.9099
618,9,,0.00063256,0.9078
618,11,,0.00060376,0.9086
618,13,,0.00060279,0.9087
618,14,0.028,0.00059889,0.9087
619,1,,0.00051498,0.9148
619,3,,0.00046016,0.8920
619,5,,0.0004966,0.8943
619,8,,0.0005962,0.8999
619,10,,0.00055737,0.8920
619,12,,0.00053402,0.8935
619,14,,0.00055285,0.8948
619,14,0.025,0.00055285,0.8948
620,1,,0.00054194,0.9148
620,3,,0.00065213,0.9186
620,5,,0.00062208,0.9080
620,7,,0.00061277,0.8994
620,9,,0.00060434,0.9003
620,11,,0.00056802,0.9019
620,12,,0.00056869,0.9025
620,14,0.03,0.00054416,0.9026
621,1,,0.00076624,0.9205
621,3,,0.00066632,0.9148
621,6,,0.00065768,0.9006
621,9,,0.00053202,0.9047
621,11,,0.00054264,0.9055
621,13,,0.00054305,0.9034
621,14,0.028,0.00054727,0.9035
622,1,,0.00077619,0.8864
622,4,,0.00057009,0.9006
622,6,,0.00050121,0.9053
622,9,,0.00056722,0.9015
622,11,,0.00056179,0.9003
622,14,,0.00053506,0.9022
622,14,0.026,0.00053506,0.9022
623,1,,0.00040416,0.9545
623,3,,0.00048852,0.9110
623,5,,0.00051802,0.9034
623,7,,0.0005591,0.9058
623,9,,0.00053738,0.9091
623,12,,0.0005436,0.9124
623,14,0.026,0.00052333,0.9121
624,1,,0.0011,0.8750
624,4,,0.00064586,0.8977
624,6,,0.00060349,0.8987
624,8,,0.00056124,0.9041
624,10,,0.0005241,0.9074
624,13,,0.0005267,0.9069
624,14,0.025,0.00052304,0.9069
625,1,,0.00073106,0.9034
625,3,,0.00070219,0.9205
625,5,,0.0005716,0.9159
625,7,,0.00055,0.9083
625,10,,0.00048216,0.9040
625,12,,0.00050971,0.9029
625,14,,0.0005251,0.9030
625,14,0.027,0.0005251,0.9030
626,1,,0.0006581,0.9148
626,4,,0.00071199,0.8949
626,7,,0.00065605,0.9034
626,10,,0.00066756,0.9028
626,12,,0.00067396,0.8991
626,14,,0.00064214,0.9000
626,14,0.025,0.00064214,0.9000
627,1,,0.00033666,0.8636
627,4,,0.00047046,0.8878
627,6,,0.00041165,0.8968
627,8,,0.00050183,0.8949
627,11,,0.0005256,0.8967
627,13,,0.00059489,0.8951
627,14,0.026,0.00059192,0.8952
628,1,,0.00055773,0.8807
628,4,,0.00046714,0.9162
628,6,,0.0006608,0.9138
628,8,,0.00061085,0.9062
628,10,,0.00062964,0.9085
628,13,,0.00057906,0.9069
628,14,0.026,0.00057459,0.9069
629,1,,0.00085008,0.9034
629,3,,0.00085933,0.9356
629,5,,0.00084566,0.9250
629,7,,0.00068863,0.9196
629,8,,0.00065763,0.9141
629,10,,0.00058194,0.9216
629,12,,0.00053107,0.9167
629,14,0.031,0.00053937,0.9130
630,1,,0.00030001,0.9091
630,4,,0.0004588,0.8920
630,6,,0.00060481,0.8968
630,8,,0.00057712,0.8999
630,10,,0.0006147,0.9034
630,12,,0.00057304,0.9025
630,14,,0.00054225,0.9030
630,14,0.027,0.00054225,0.9030
631,1,,0.00051971,0.9091
631,3,,0.00050875,0.9053
631,5,,0.00055538,0.9023
631,7,,0.00051863,0.9034
631,9,,0.00049634,0.9047
631,11,,0.00051754,0.9065
631,13,,0.00051277,0.9030
631,14,0.028,0.00051638,0.9030
632,1,,0.00037923,0.9148
632,3,,0.00040558,0.8920
632,5,,0.00054653,0.9011
632,7,,0.00048237,0.9067
632,9,,0.00056017,0.9034
632,11,,0.00056108,0.9055
632,14,,0.00051705,0.9052
632,14,0.028,0.00051705,0.9052
633,1,,0.00079793,0.9091
633,3,,0.00060442,0.8939
633,5,,0.00057069,0.8989
633,7,,0.00050678,0.8961
633,9,,0.0004664,0.9021
633,11,,0.00049825,0.9039
633,14,,0.00052119,0.9043
633,14,0.026,0.00052119,0.9043
634,1,,0.0011,0.9034
634,4,,0.00076368,0.8977
634,6,,0.00083532,0.9015
634,8,,0.00082582,0.8999
634,10,,0.00081854,0.9017
634,12,,0.00080236,0.8996
634,14,,0.00077894,0.9013
634,14,0.027,0.00077894,0.9013
635,1,,0.00099545,0.9148
635,3,,0.00070985,0.8977
635,5,,0.00063289,0.8864
635,7,,0.00056589,0.8945
635,9,,0.0005648,0.8971
635,11,,0.00062843,0.8998
635,14,,0.00065831,0.9017
635,14,0.032,0.00065831,0.9017
636,1,,0.00052719,0.9148
636,3,,0.00064664,0.9205
636,6,,0.00050316,0.9015
636,9,,0.00061847,0.9053
636,11,,0.0006023,0.9024
636,14,,0.00060294,0.8905
636,14,0.024,0.00060294,0.8905
637,1,,0.00096595,0.9148
637,4,,0.00064004,0.9134
637,7,,0.00062391,0.9099
637,9,,0.00067132,0.9034
637,11,,0.00065407,0.9019
637,13,,0.00065922,0.9003
637,14,0.026,0.0006545,0.9004
638,1,,0.00063409,0.9659
638,4,,0.00048473,0.9219
638,6,,0.00052562,0.9119
638,8,,0.00055766,0.9119
638,10,,0.00062186,0.9091
638,12,,0.00057585,0.9096
638,14,0.024,0.0005833,0.9074
639,1,,0.00028101,0.9830
639,3,,0.00051388,0.9489
639,6,,0.0004899,0.9157
639,9,,0.00051224,0.9198
639,12,,0.00057387,0.9181
639,14,0.022,0.00054178,0.9173
640,1,,0.00049146,0.9489
640,4,,0.00056148,0.9091
640,6,,0.00058014,0.9091
640,9,,0.00056582,0.9129
640,12,,0.00058571,0.9091
640,14,,0.00057223,0.9091
640,14,0.025,0.00057223,0.9091
641,1,,0.00045995,0.9432
641,3,,0.000554,0.9167
641,5,,0.0006834,0.9023
641,8,,0.00061844,0.8963
641,10,,0.00056502,0.9023
641,12,,0.0005502,0.9029
641,14,,0.00053964,0.9035
641,14,0.026,0.00053964,0.9035
642,1,,0.00058885,0.9091
642,3,,0.00059999,0.9015
642,6,,0.00061444,0.8920
642,9,,0.00060377,0.8952
642,11,,0.00056228,0.8977
642,13,,0.00055145,0.8995
642,14,0.024,0.0005469,0.8996
643,1,,0.0003795,0.9091
643,3,,0.00051952,0.9186
643,5,,0.00047477,0.9034
643,7,,0.00051144,0.9018
643,9,,0.00054428,0.9015
643,12,,0.00058402,0.9044
643,14,,0.00059163,0.9026
643,14,0.027,0.00059163,0.9026
644,1,,0.00052782,0.9091
644,3,,0.00068054,0.8807
644,6,,0.00073764,0.8920
644,9,,0.00066152,0.8965
644,12,,0.00065903,0.8982
644,14,0.022,0.00067058,0.9004
645,1,,0.00076815,0.9205
645,3,,0.0006479,0.8996
645,5,,0.00062754,0.9011
645,7,,0.00066576,0.9075
645,10,,0.00065055,0.9040
645,12,,0.00064625,0.9020
645,14,,0.00063894,0.9030
645,14,0.026,0.00063894,0.9030
646,1,,0.00043657,0.9205
646,3,,0.00054402,0.9129
646,5,,0.0005936,0.9057
646,7,,0.00062594,0.9010
646,9,,0.00055269,0.9028
646,11,,0.00053516,0.9019
646,13,,0.00056321,0.9038
646,14,0.029,0.00056331,0.9039
647,1,,0.00059384,0.9148
647,3,,0.00050562,0.9148
647,5,,0.00048835,0.9205
647,7,,0.00051539,0.9188
647,9,,0.00050485,0.9085
647,11,,0.00050538,0.9096
647,14,,0.00052675,0.9061
647,14,0.029,0.00052675,0.9061
648,1,,0.00067307,0.9205
648,3,,0.00042077,0.9034
648,5,,0.00061125,0.9068
648,8,,0.00055642,0.9062
648,10,,0.0004987,0.9074
648,13,,0.00051901,0.9025
648,14,0.026,0.00051807,0.9030
649,1,,0.00036877,0.9148
649,3,,0.0004715,0.8883
649,6,,0.00046853,0.8930
649,8,,0.00053872,0.8970
649,10,,0.00054228,0.9040
649,13,,0.00052412,0.8990
649,14,0.028,0.00053492,0.8991
650,1,,0.0004435,0.8580
650,4,,0.00041833,0.8906
650,6,,0.0004397,0.8911
650,8,,0.00043938,0.8878
650,10,,0.00051357,0.8926
650,12,,0.00053836,0.8968
650,14,0.027,0.00057164,0.8987
651,1,,0.00043407,0.9148
651,3,,0.00057323,0.9110
651,5,,0.00066466,0.9102
651,7,,0.000575,0.9042
651,9,,0.00055837,0.9003
651,11,,0.00055372,0.9034
651,13,,0.00054976,0.9043
651,14,0.028,0.00054697,0.9048
652,1,,0.00045532,0.9091
652,3,,0.00060188,0.9072
652,5,,0.00056195,0.9080
652,7,,0.00053034,0.9050
652,9,,0.00054281,0.9078
652,11,,0.00056064,0.9060
652,14,,0.00057484,0.9035
652,14,0.027,0.00057484,0.9035
653,1,,0.00025332,0.9034
653,3,,0.00062269,0.8958
653,5,,0.00055921,0.8920
653,7,,0.00057198,0.8929
653,10,,0.00053256,0.8977
653,12,,0.00051654,0.9001
653,14,,0.00052347,0.9009
653,14,0.028,0.00052347,0.9009
654,1,,0.00050293,0.9091
654,3,,0.00093093,0.9072
654,5,,0.00081862,0.9080
654,7,,0.00070485,0.9058
654,10,,0.00060802,0.9028
654,12,,0.00055384,0.9044
654,14,0.026,0.00053777,0.9048
655,1,,0.00052269,0.8693
655,4,,0.00043646,0.9020
655,7,,0.00043087,0.9099
655,9,,0.00045426,0.9009
655,11,,0.00054305,0.9003
655,13,,0.0005598,0.8964
655,14,0.026,0.00055775,0.8965
656,1,,0.00066026,0.9034
656,3,,0.00057697,0.9110
656,6,,0.00052555,0.8987
656,8,,0.00054475,0.9034
656,10,,0.00055325,0.8994
656,12,,0.00054005,0.9015
656,14,,0.00057993,0.9022
656,14,0.027,0.00057993,0.9022
657,1,,0.00053105,0.9091
657,3,,0.00062287,0.8958
657,6,,0.00056635,0.8958
657,8,,0.00052652,0.8871
657,10,,0.00061136,0.8920
657,12,,0.00057228,0.8949
657,14,,0.0005491,0.8957
657,14,0.028,0.0005491,0.8957
658,1,,0.00059924,0.8693
658,3,,0.00064566,0.8883
658,4,,0.00055949,0.8963
658,6,,0.00048495,0.9015
658,8,,0.00052931,0.9027
658,10,,0.00058117,0.9006
658,12,,0.00052181,0.9006
658,14,0.032,0.00050591,0.9009
659,1,,0.00038918,0.9091
659,4,,0.00031014,0.9034
659,6,,0.00043228,0.8958
659,8,,0.00040919,0.8935
659,11,,0.0004711,0.8962
659,13,,0.0005258,0.8969
659,14,0.025,0.00052289,0.8970
660,1,,0.00074571,0.9091
660,3,,0.00052676,0.9129
660,5,,0.00054881,0.9125
660,7,,0.00052456,0.9131
660,10,,0.00052467,0.9034
660,12,,0.00051358,0.9025
660,14,0.027,0.00052089,0.9026
661,1,,0.00077783,0.9148
661,3,,0.00057187,0.8939
661,6,,0.0005057,0.9044
661,9,,0.00042955,0.9028
661,11,,0.00053176,0.9044
661,13,,0.00053352,0.9065
661,14,0.026,0.00052963,0.9065
662,1,,0.0011,0.9318
662,3,,0.00066039,0.9053
662,5,,0.00053975,0.9068
662,7,,0.00054743,0.9075
662,9,,0.00051095,0.9078
662,11,,0.00053742,0.9081
662,13,,0.00049336,0.9065
662,14,0.028,0.00049026,0.9065
663,1,,0.0004415,0.9261
663,3,,0.00051824,0.9223
663,5,,0.00046495,0.9170
663,8,,0.00053602,0.9084
663,10,,0.00056492,0.9051
663,12,,0.00053155,0.9062
663,14,,0.00051943,0.9065
663,14,0.028,0.00051943,0.9065
664,1,,0.00091884,0.8977
664,3,,0.00079351,0.9034
664,5,,0.00068478,0.9091
664,8,,0.0005643,0.9084
664,10,,0.00060629,0.9080
664,12,,0.00059874,0.9058
664,14,0.026,0.00057018,0.9022
665,1,,0.000443,0.8295
665,3,,0.00045171,0.8674
665,5,,0.00041201,0.8841
665,7,,0.0004542,0.8937
665,10,,0.00046682,0.8983
665,12,,0.0004689,0.9001
665,14,,0.00052072,0.9013
665,14,0.028,0.00052072,0.9013
666,1,,0.00057509,0.8864
666,3,,0.00052371,0.9053
666,5,,0.00053719,0.9068
666,7,,0.00045928,0.9067
666,10,,0.00053761,0.9068
666,13,,0.00050855,0.9069
666,14,0.026,0.00050541,0.9069
667,1,,0.00056766,0.8807
667,3,,0.00050516,0.8883
667,5,,0.00046977,0.8977
667,7,,0.00043298,0.9018
667,10,,0.00047199,0.8926
667,12,,0.00051053,0.8958
667,14,0.026,0.00050883,0.8978
668,1,,0.00027593,0.8807
668,3,,0.00039097,0.8920
668,6,,0.00053633,0.9025
668,9,,0.00048732,0.9003
668,11,,0.00048794,0.9024
668,14,,0.00048575,0.9043
668,14,0.024,0.00048575,0.9043
669,1,,0.00024621,0.8693
669,3,,0.00036755,0.8958
669,5,,0.00043544,0.9045
669,7,,0.00047374,0.9099
669,9,,0.0005174,0.9097
669,11,,0.00051678,0.9112
669,14,,0.00052718,0.9121
669,14,0.026,0.00052718,0.9121
670,1,,0.00023602,0.9148
670,3,,0.000298,0.9091
670,6,,0.00046246,0.9119
670,8,,0.00044295,0.9091
670,10,,0.00049512,0.9062
670,12,,0.00047503,0.9096
670,14,,0.00050409,0.9095
670,14,0.03,0.00050409,0.9095
671,1,,0.00026157,0.8693
671,3,,0.00058987,0.8864
671,5,,0.00066533,0.8909
671,7,,0.00064184,0.8929
671,9,,0.00065782,0.8965
671,11,,0.00069457,0.8998
671,14,,0.00065061,0.8913
671,14,0.028,0.00065061,0.8913
672,1,,0.00027707,0.9261
672,3,,0.00049805,0.9091
672,6,,0.00060294,0.9119
672,8,,0.00068262,0.9013
672,10,,0.00061573,0.9034
672,13,,0.00059161,0.9065
672,14,0.026,0.00058954,0.9065
673,1,,0.00031265,0.9091
673,3,,0.00036181,0.9015
673,6,,0.0005643,0.8996
673,8,,0.00056316,0.9020
673,10,,0.00055322,0.9062
673,12,,0.00060002,0.9067
673,14,,0.00058167,0.9061
673,14,0.028,0.00058167,0.9061
674,1,,0.00066242,0.9545
674,3,,0.00053211,0.9356
674,6,,0.00049778,0.9223
674,8,,0.00053696,0.9226
674,10,,0.00051015,0.9176
674,12,,0.00055856,0.9096
674,14,,0.00055667,0.9095
674,14,0.028,0.00055667,0.9095
675,1,,0.00086026,0.9148
675,3,,0.00056852,0.9167
675,6,,0.00057011,0.9138
675,8,,0.00063188,0.9091
675,10,,0.0006217,0.9097
675,13,,0.0005842,0.9003
675,14,0.024,0.00058043,0.9004
676,1,,0.00075859,0.8466
676,3,,0.0006142,0.8920
676,5,,0.00052807,0.8932
676,8,,0.000531,0.8970
676,11,,0.00054451,0.8998
676,14,,0.00055507,0.9000
676,14,0.025,0.00055507,0.9000
677,1,,0.00042157,0.9034
677,3,,0.00046704,0.9148
677,6,,0.00050788,0.9053
677,9,,0.00055214,0.9040
677,11,,0.0005477,0.9050
677,13,,0.00054431,0.9017
677,14,0.026,0.00054093,0.9017
678,1,,0.00061752,0.9091
678,3,,0.00055474,0.9129
678,6,,0.00067117,0.8977
678,9,,0.00058759,0.8984
678,11,,0.00053884,0.9003
678,13,,0.00052839,0.8990
678,14,0.025,0.00052528,0.8991
679,1,,0.00063664,0.8693
679,4,,0.0004715,0.9062
