Epoch,Step,Time (seconds),Loss,Accuracy
290,10,,0.0017,0.8966
290,12,,0.0018,0.8991
290,14,,0.0017,0.8957
290,14,0.027,0.0017,0.8957
291,1,,0.0015,0.8750
291,4,,0.0019,0.8906
291,7,,0.0019,0.8831
291,10,,0.0018,0.8761
291,13,,0.0017,0.8842
291,14,0.023,0.0017,0.8844
292,1,,0.0015,0.9318
292,3,,0.0015,0.9167
292,6,,0.0015,0.9100
292,9,,0.0015,0.9053
292,12,,0.0015,0.9048
292,14,,0.0015,0.9052
292,14,0.026,0.0015,0.9052
293,1,,0.0011,0.9091
293,3,,0.0014,0.8996
293,6,,0.0014,0.8968
293,8,,0.0014,0.8999
293,10,,0.0014,0.9040
293,12,,0.0014,0.9034
293,14,,0.0014,0.9043
293,14,0.028,0.0014,0.9043
294,1,,0.0017,0.9148
294,3,,0.0014,0.9167
294,6,,0.0016,0.9100
294,8,,0.0015,0.9077
294,10,,0.0014,0.9051
294,13,,0.0014,0.9052
294,14,0.025,0.0014,0.9052
295,1,,0.0012,0.9148
295,3,,0.0013,0.9034
295,5,,0.0013,0.8886
295,7,,0.0014,0.8961
295,9,,0.0015,0.8927
295,11,,0.0014,0.8957
295,13,,0.0015,0.8920
295,14,0.029,0.0015,0.8922
296,1,,0.0017,0.9034
296,3,,0.0015,0.9129
296,5,,0.0014,0.9023
296,7,,0.0014,0.9042
296,9,,0.0014,0.9040
296,11,,0.0014,0.9019
296,13,,0.0014,0.9052
296,14,0.028,0.0014,0.9052
297,1,,0.00097302,0.9375
297,3,,0.0012,0.9129
297,5,,0.0012,0.9034
297,7,,0.0013,0.9018
297,9,,0.0014,0.9040
297,11,,0.0013,0.9075
297,13,,0.0013,0.9043
297,14,0.027,0.0013,0.9043
298,1,,0.0017,0.8750
298,3,,0.0015,0.8807
298,5,,0.0015,0.8920
298,7,,0.0014,0.9010
298,9,,0.0014,0.8990
298,11,,0.0014,0.9008
298,13,,0.0013,0.9021
298,14,0.028,0.0013,0.9022
299,1,,0.0011,0.9034
299,3,,0.0013,0.8788
299,5,,0.0013,0.8909
299,7,,0.0013,0.8864
299,9,,0.0013,0.8933
299,11,,0.0014,0.8988
299,13,,0.0014,0.9003
299,14,0.028,0.0014,0.9004
300,1,,0.0012,0.9091
300,4,,0.0016,0.9190
300,7,,0.0015,0.9067
300,9,,0.0016,0.9040
300,11,,0.0016,0.9029
300,13,,0.0016,0.9025
300,14,0.026,0.0016,0.9030
301,1,,0.0013,0.9091
301,3,,0.0015,0.8883
301,6,,0.0014,0.9015
301,8,,0.0014,0.9034
301,10,,0.0014,0.9011
301,13,,0.0014,0.8999
301,14,0.026,0.0014,0.8970
302,1,,0.0012,0.8636
302,4,,0.0014,0.8935
302,7,,0.0013,0.8985
302,10,,0.0014,0.8926
302,12,,0.0014,0.8977
302,14,,0.0014,0.9017
302,14,0.026,0.0014,0.9017
303,1,,0.0016,0.8750
303,3,,0.0014,0.8523
303,6,,0.0014,0.8722
303,8,,0.0013,0.8878
303,10,,0.0013,0.8960
303,12,,0.0013,0.8930
303,14,,0.0013,0.8939
303,14,0.028,0.0013,0.8939
304,1,,0.0013,0.8352
304,4,,0.0014,0.8878
304,6,,0.0013,0.8977
304,8,,0.0013,0.8956
304,10,,0.0013,0.8966
304,12,,0.0013,0.8944
304,14,,0.0013,0.8978
304,14,0.027,0.0013,0.8978
305,1,,0.0013,0.9034
305,3,,0.0011,0.9110
305,6,,0.0011,0.9034
305,9,,0.0012,0.9059
305,12,,0.0012,0.9044
305,14,,0.0013,0.9017
305,14,0.025,0.0013,0.9017
306,1,,0.0012,0.9091
306,4,,0.0012,0.9077
306,7,,0.0012,0.9131
306,9,,0.0012,0.9072
306,11,,0.0013,0.9081
306,13,,0.0013,0.9056
306,14,0.026,0.0013,0.9056
307,1,,0.0012,0.9205
307,3,,0.0014,0.8996
307,6,,0.0013,0.8930
307,8,,0.0013,0.8892
307,10,,0.0012,0.8943
307,13,,0.0012,0.8969
307,14,0.027,0.0012,0.8970
308,1,,0.0013,0.9091
308,3,,0.0012,0.9091
308,5,,0.0011,0.9182
308,8,,0.0012,0.9212
308,11,,0.0013,0.9143
308,13,,0.0013,0.9143
308,14,0.025,0.0013,0.9152
309,1,,0.0011,0.8977
309,3,,0.0012,0.9110
309,5,,0.0012,0.9102
309,7,,0.0012,0.9067
309,9,,0.0012,0.9021
309,12,,0.0012,0.9020
309,14,,0.0012,0.9022
309,14,0.026,0.0012,0.9022
310,1,,0.00089815,0.8807
310,3,,0.0011,0.8845
310,5,,0.0012,0.8795
310,7,,0.0013,0.8856
310,9,,0.0013,0.8920
310,12,,0.0013,0.8977
310,14,0.026,0.0013,0.8948
311,1,,0.0011,0.8977
311,3,,0.0012,0.9091
311,5,,0.0012,0.9091
311,7,,0.0012,0.9034
311,9,,0.0012,0.9040
311,11,,0.0012,0.9055
311,14,,0.0012,0.9013
311,14,0.026,0.0012,0.9013
312,1,,0.0013,0.9034
312,3,,0.0013,0.9053
312,5,,0.0012,0.9102
312,7,,0.0012,0.9018
312,10,,0.0013,0.9034
312,13,,0.0013,0.9043
312,14,0.026,0.0013,0.9043
313,1,,0.0011,0.9148
313,4,,0.0012,0.9134
313,6,,0.0012,0.9072
313,9,,0.0011,0.8946
313,12,,0.0012,0.8973
313,14,,0.0013,0.8983
313,14,0.025,0.0013,0.8983
314,1,,0.00099727,0.9034
314,3,,0.0012,0.9091
314,5,,0.0011,0.9102
314,7,,0.0012,0.9140
314,9,,0.0011,0.9021
314,12,,0.0012,0.9025
314,14,,0.0012,0.9043
314,14,0.027,0.0012,0.9043
315,1,,0.00087964,0.9261
315,3,,0.0012,0.9129
315,5,,0.0011,0.9034
315,7,,0.0012,0.9002
315,10,,0.0012,0.8949
315,12,,0.0012,0.8935
315,14,,0.0012,0.8900
315,14,0.028,0.0012,0.8900
316,1,,0.0013,0.9091
316,4,,0.0012,0.9134
316,6,,0.0012,0.9072
316,9,,0.0012,0.9015
316,11,,0.0012,0.8988
316,14,,0.0012,0.9022
316,14,0.024,0.0012,0.9022
317,1,,0.0013,0.8920
317,4,,0.0014,0.8949
317,7,,0.0013,0.9018
317,10,,0.0013,0.9045
317,12,,0.0013,0.9034
317,14,,0.0013,0.9048
317,14,0.024,0.0013,0.9048
318,1,,0.0011,0.9489
318,3,,0.0011,0.9413
318,6,,0.0011,0.9214
318,8,,0.0011,0.9176
318,10,,0.0011,0.9125
318,12,,0.0012,0.9119
318,14,,0.0012,0.9108
318,14,0.026,0.0012,0.9108
319,1,,0.0011,0.9091
319,3,,0.0012,0.9015
319,5,,0.0012,0.9125
319,7,,0.0013,0.9067
319,9,,0.0012,0.9028
319,11,,0.0012,0.9029
319,13,,0.0012,0.9021
319,14,0.029,0.0012,0.9022
320,1,,0.0008887,0.9716
320,3,,0.0011,0.9299
320,5,,0.0013,0.9170
320,7,,0.0012,0.9099
320,9,,0.0012,0.9085
320,11,,0.0012,0.9132
320,14,,0.0012,0.9035
320,14,0.027,0.0012,0.9035
321,1,,0.0014,0.9091
321,4,,0.0012,0.8807
321,6,,0.0013,0.8845
321,9,,0.0012,0.8857
321,11,,0.0013,0.8858
321,13,,0.0012,0.8890
321,14,0.027,0.0012,0.8892
322,1,,0.0012,0.8920
322,3,,0.0012,0.8788
322,5,,0.0012,0.8830
322,7,,0.0013,0.8831
322,10,,0.0012,0.8881
322,13,,0.0011,0.8903
322,14,0.025,0.0011,0.8909
323,1,,0.001,0.8977
323,4,,0.0012,0.8977
323,7,,0.0011,0.9067
323,9,,0.0011,0.9085
323,11,,0.0011,0.9070
323,13,,0.0011,0.9056
323,14,0.026,0.0011,0.9056
324,1,,0.00090586,0.8807
324,4,,0.0012,0.8935
324,6,,0.0012,0.8930
324,8,,0.0012,0.8956
324,11,,0.0012,0.8951
324,13,,0.0011,0.8955
324,14,0.025,0.0011,0.8957
325,1,,0.001,0.9091
325,3,,0.0011,0.9034
325,5,,0.0012,0.9080
325,7,,0.0012,0.9050
325,10,,0.0012,0.9017
325,13,,0.0011,0.8973
325,14,0.026,0.0011,0.8974
326,1,,0.00088411,0.9148
326,3,,0.0009858,0.9110
326,5,,0.001,0.9080
326,7,,0.0012,0.9067
326,9,,0.0011,0.9085
326,11,,0.0011,0.9075
326,14,,0.0011,0.9087
326,14,0.027,0.0011,0.9087
327,1,,0.0013,0.8409
327,4,,0.0011,0.9048
327,6,,0.0011,0.9034
327,8,,0.0011,0.9020
327,10,,0.0011,0.9006
327,12,,0.0011,0.9001
327,14,,0.0011,0.8961
327,14,0.027,0.0011,0.8961
328,1,,0.0011,0.9148
328,3,,0.0012,0.8731
328,5,,0.0013,0.8852
328,7,,0.0012,0.8872
328,10,,0.0012,0.8841
328,12,,0.0012,0.8878
328,14,,0.0012,0.8918
328,14,0.027,0.0012,0.8918
329,1,,0.00099344,0.9318
329,3,,0.00097212,0.9223
329,5,,0.001,0.9102
329,7,,0.0011,0.9026
329,10,,0.0012,0.9028
329,12,,0.0012,0.9020
329,14,,0.0012,0.9030
329,14,0.026,0.0012,0.9030
330,1,,0.00080721,0.9091
330,4,,0.0014,0.9091
330,6,,0.0013,0.9148
330,8,,0.0013,0.9162
330,11,,0.0013,0.9075
330,14,,0.0012,0.8991
330,14,0.025,0.0012,0.8991
331,1,,0.0013,0.8807
331,4,,0.0012,0.8778
331,6,,0.0011,0.8920
331,8,,0.0011,0.8984
331,11,,0.0012,0.8941
331,14,,0.0012,0.8978
331,14,0.024,0.0012,0.8978
332,1,,0.0012,0.9091
332,4,,0.0012,0.8906
332,6,,0.0013,0.9034
332,9,,0.0012,0.9116
332,11,,0.0012,0.9112
332,13,,0.0012,0.9100
332,14,0.026,0.0012,0.9100
333,1,,0.00097027,0.8409
333,4,,0.0012,0.8764
333,6,,0.0011,0.8854
333,8,,0.0012,0.8949
333,10,,0.0012,0.8892
333,12,,0.0011,0.8916
333,14,0.026,0.0011,0.8931
334,1,,0.00081301,0.9091
334,3,,0.0011,0.8939
334,5,,0.0011,0.8920
334,7,,0.0011,0.8977
334,9,,0.0011,0.9009
334,11,,0.0012,0.9029
334,14,,0.0011,0.9022
334,14,0.027,0.0011,0.9022
335,1,,0.00083398,0.8636
335,3,,0.00096976,0.8864
335,5,,0.000962,0.8920
335,8,,0.001,0.8920
335,11,,0.001,0.8920
335,14,,0.0011,0.8857
335,14,0.025,0.0011,0.8857
336,1,,0.00066064,0.9034
336,3,,0.00095124,0.8920
336,5,,0.00099924,0.8909
336,7,,0.001,0.8912
336,9,,0.001,0.8939
336,12,,0.001,0.8982
336,14,,0.001,0.8991
336,14,0.027,0.001,0.8991
337,1,,0.00079062,0.9375
337,3,,0.0011,0.9091
337,5,,0.0011,0.9091
337,7,,0.0011,0.8969
337,9,,0.0011,0.8857
337,12,,0.0012,0.8878
337,14,,0.0011,0.8896
337,14,0.027,0.0011,0.8896
338,1,,0.00066579,0.8920
338,3,,0.00094607,0.9053
338,5,,0.0011,0.8920
338,7,,0.0011,0.8953
338,9,,0.0011,0.8984
338,12,,0.0011,0.8982
338,14,,0.0011,0.8965
338,14,0.026,0.0011,0.8965
339,1,,0.0011,0.9034
339,3,,0.0011,0.8977
339,6,,0.0012,0.8883
339,8,,0.0011,0.8857
339,10,,0.0012,0.8864
339,13,,0.0012,0.8912
339,14,0.027,0.0012,0.8913
340,1,,0.0014,0.9148
340,4,,0.0011,0.9205
340,6,,0.0012,0.9157
340,9,,0.0011,0.9078
340,11,,0.0011,0.9003
340,14,,0.0011,0.8996
340,14,0.026,0.0011,0.8996
341,1,,0.00082842,0.9205
341,4,,0.00095715,0.8835
341,6,,0.0011,0.8977
341,9,,0.0011,0.9028
341,12,,0.0011,0.9048
341,14,,0.001,0.9013
341,14,0.024,0.001,0.9013
342,1,,0.0007222,0.9205
342,4,,0.00089508,0.8991
342,7,,0.00096003,0.8961
342,9,,0.001,0.9040
342,12,,0.001,0.9029
342,14,,0.001,0.9009
342,14,0.025,0.001,0.9009
343,1,,0.0008959,0.8807
343,4,,0.0013,0.9020
343,6,,0.0013,0.8826
343,9,,0.0012,0.8914
343,11,,0.0013,0.8988
343,13,,0.0013,0.9034
343,14,0.025,0.0012,0.9035
344,1,,0.00088127,0.8693
344,3,,0.00098398,0.8902
344,5,,0.00099968,0.8943
344,7,,0.0012,0.8985
344,9,,0.0011,0.8977
344,12,,0.001,0.8954
344,14,,0.0011,0.8974
344,14,0.027,0.0011,0.8974
345,1,,0.001,0.9375
345,3,,0.00098843,0.8674
345,5,,0.001,0.8841
345,7,,0.0011,0.8920
345,9,,0.0011,0.8864
345,11,,0.0011,0.8900
345,13,,0.0011,0.8877
345,14,0.028,0.0011,0.8879
346,1,,0.00084526,0.8693
346,4,,0.0011,0.8935
346,6,,0.0011,0.8873
346,8,,0.0011,0.8800
346,10,,0.001,0.8852
346,12,,0.001,0.8935
346,14,,0.001,0.8952
346,14,0.027,0.001,0.8952
347,1,,0.0012,0.8750
347,3,,0.0012,0.8977
347,6,,0.0011,0.8864
347,8,,0.0011,0.8899
347,10,,0.0011,0.8920
347,12,,0.0011,0.8935
347,14,,0.0011,0.8948
347,14,0.027,0.0011,0.8948
348,1,,0.00089509,0.8977
348,4,,0.00082791,0.9048
348,6,,0.00096745,0.8996
348,8,,0.001,0.9013
348,10,,0.001,0.9040
348,12,,0.0011,0.9062
348,14,,0.0011,0.9039
348,14,0.027,0.0011,0.9039
349,1,,0.0011,0.8409
349,4,,0.0013,0.8580
349,6,,0.0012,0.8741
349,8,,0.0012,0.8849
349,10,,0.0012,0.8898
349,12,,0.0012,0.8916
349,14,,0.0012,0.8931
349,14,0.027,0.0012,0.8931
350,1,,0.00097733,0.9148
350,3,,0.0011,0.8826
350,5,,0.0011,0.8875
350,7,,0.001,0.8880
350,9,,0.0011,0.8952
350,11,,0.0011,0.8982
350,14,,0.001,0.9009
350,14,0.028,0.001,0.9009
351,1,,0.00074487,0.8864
351,3,,0.0011,0.8731
351,5,,0.0011,0.8739
351,7,,0.0011,0.8831
351,10,,0.0011,0.8886
351,12,,0.0011,0.8916
351,14,,0.0011,0.8926
351,14,0.027,0.0011,0.8926
352,1,,0.001,0.8352
352,3,,0.0012,0.8845
352,5,,0.0011,0.8989
352,7,,0.0011,0.9058
352,9,,0.0011,0.9015
352,11,,0.001,0.8998
352,13,,0.001,0.8960
352,14,0.029,0.001,0.8961
353,1,,0.00069294,0.9261
353,3,,0.00085962,0.9148
353,5,,0.0008326,0.9045
353,7,,0.00082513,0.9042
353,9,,0.00082226,0.8990
353,11,,0.00085056,0.8993
353,13,,0.00092028,0.9012
353,14,0.028,0.00091615,0.9013
354,1,,0.0012,0.9148
354,3,,0.00087805,0.8958
354,6,,0.00096739,0.9110
354,9,,0.00094192,0.9066
354,11,,0.00095231,0.9024
354,14,,0.00092259,0.9061
354,14,0.023,0.00092259,0.9061
355,1,,0.0011,0.8750
355,3,,0.00095073,0.8807
355,5,,0.00083137,0.8795
355,7,,0.00090229,0.8847
355,10,,0.00088984,0.8932
355,12,,0.00091814,0.8911
355,14,0.027,0.00090249,0.8935
356,1,,0.0008608,0.9091
356,3,,0.0013,0.9015
356,5,,0.0011,0.8875
356,8,,0.001,0.8963
356,10,,0.00099358,0.8898
356,12,,0.00097252,0.8868
356,14,,0.00097039,0.8866
356,14,0.026,0.00097039,0.8866
357,1,,0.00082811,0.8864
357,3,,0.00089727,0.9015
357,6,,0.00090712,0.9015
357,9,,0.0009023,0.8984
357,11,,0.00094929,0.8977
357,13,,0.00094562,0.8977
357,14,0.028,0.00096042,0.8978
358,1,,0.00065583,0.9148
358,3,,0.00095335,0.9167
358,5,,0.0009618,0.9170
358,7,,0.00091924,0.9107
358,9,,0.00093752,0.9021
358,11,,0.00097666,0.8972
358,13,,0.001,0.8977
358,14,0.028,0.001,0.8978
359,1,,0.00092097,0.8636
359,4,,0.001,0.8821
359,7,,0.00099604,0.8831
359,10,,0.001,0.8852
359,13,,0.001,0.8842
359,14,0.023,0.001,0.8844
360,1,,0.00058413,0.8807
360,4,,0.00083961,0.8991
360,6,,0.00089998,0.9006
360,8,,0.00093611,0.8878
360,10,,0.0009186,0.8909
360,12,,0.00087704,0.8939
360,14,,0.00088567,0.8952
360,14,0.026,0.00088567,0.8952
361,1,,0.0013,0.8920
361,4,,0.0011,0.9034
361,6,,0.0011,0.9072
361,8,,0.001,0.9077
361,10,,0.001,0.9085
361,12,,0.00099522,0.9077
361,14,,0.00098017,0.9052
361,14,0.028,0.00098017,0.9052
362,1,,0.00075939,0.9034
362,3,,0.00084475,0.8996
362,5,,0.00086866,0.9125
362,7,,0.001,0.9156
362,10,,0.0011,0.9068
362,12,,0.0011,0.9062
362,14,0.027,0.001,0.9061
363,1,,0.001,0.8920
363,3,,0.001,0.8977
363,5,,0.001,0.8966
363,8,,0.0011,0.8977
363,10,,0.0011,0.9006
363,12,,0.0011,0.8987
363,14,,0.001,0.8974
363,14,0.027,0.001,0.8974
364,1,,0.0012,0.8693
364,4,,0.001,0.8864
364,7,,0.00099905,0.8896
364,9,,0.001,0.8807
364,11,,0.00098056,0.8915
364,13,,0.001,0.8903
364,14,0.026,0.001,0.8905
365,1,,0.00082891,0.8864
365,3,,0.0011,0.8826
365,6,,0.0011,0.8807
365,8,,0.001,0.8842
365,10,,0.00099548,0.8949
365,12,,0.001,0.8977
365,14,,0.001,0.8965
365,14,0.027,0.001,0.8965
366,1,,0.00088904,0.9091
366,3,,0.00088739,0.8996
366,5,,0.00093235,0.8841
366,7,,0.00097446,0.8920
366,10,,0.00092997,0.8909
366,12,,0.0009625,0.8930
366,14,0.026,0.000971,0.8913
367,1,,0.00049008,0.9261
367,3,,0.00066916,0.9072
367,5,,0.00080723,0.9102
367,7,,0.00080362,0.9083
367,10,,0.00090559,0.9131
367,12,,0.00089094,0.9129
367,14,,0.00091001,0.9126
367,14,0.028,0.00091001,0.9126
368,1,,0.0011,0.9091
368,3,,0.0011,0.8883
368,5,,0.00094902,0.8977
368,7,,0.00095926,0.9034
368,10,,0.00090468,0.8977
368,12,,0.00090572,0.8939
368,14,,0.00088789,0.8952
368,14,0.028,0.00088789,0.8952
369,1,,0.00096459,0.9545
369,3,,0.0009379,0.9356
369,5,,0.0011,0.9182
369,7,,0.00097274,0.9164
369,9,,0.00090794,0.9129
369,11,,0.00090961,0.9112
369,13,,0.00090167,0.9148
369,14,0.028,0.00090275,0.9156
370,1,,0.00073858,0.8750
370,4,,0.00087275,0.8750
370,6,,0.00084623,0.8920
370,8,,0.00085034,0.8991
370,10,,0.00087575,0.9000
370,13,,0.00084978,0.8990
370,14,0.026,0.00084855,0.8991
371,1,,0.00095081,0.9205
371,4,,0.00088597,0.9190
371,6,,0.00088125,0.9100
371,9,,0.00085814,0.9040
371,11,,0.00083898,0.8972
371,13,,0.00084789,0.8973
371,14,0.026,0.00084891,0.8974
372,1,,0.001,0.9148
372,3,,0.00093471,0.9167
372,5,,0.00090668,0.9136
372,7,,0.00089666,0.9131
372,10,,0.00091981,0.9125
372,13,,0.00087136,0.9108
372,14,0.024,0.00086748,0.9108
373,1,,0.00069923,0.8750
373,4,,0.00073635,0.9020
373,6,,0.00080409,0.8996
373,8,,0.00079573,0.9034
373,10,,0.00083422,0.9068
373,12,,0.00086365,0.9062
373,14,0.026,0.00084363,0.9000
374,1,,0.0013,0.9091
374,4,,0.0011,0.9034
374,7,,0.001,0.9026
374,10,,0.001,0.9000
374,12,,0.001,0.8977
374,14,0.025,0.00099038,0.8978
375,1,,0.0012,0.9205
375,3,,0.0016,0.9148
375,5,,0.0018,0.9080
375,7,,0.0017,0.9018
375,9,,0.0018,0.9053
375,11,,0.0018,0.9039
375,13,,0.0018,0.9030
375,14,0.028,0.0018,0.9035
376,1,,0.0014,0.8750
376,3,,0.0013,0.8902
376,5,,0.0014,0.8898
376,8,,0.0014,0.8892
376,11,,0.0014,0.8951
376,13,,0.0014,0.8986
376,14,0.026,0.0014,0.8987
377,1,,0.0008438,0.8580
377,3,,0.00093268,0.8920
377,6,,0.0012,0.8873
377,8,,0.0011,0.8984
377,10,,0.0011,0.8977
377,13,,0.0012,0.9003
377,14,0.026,0.0012,0.9004
378,1,,0.0013,0.9034
378,3,,0.0013,0.8920
378,5,,0.0011,0.9000
378,8,,0.0012,0.8899
378,10,,0.0011,0.8869
378,12,,0.0012,0.8916
378,14,,0.0012,0.8918
378,14,0.027,0.0012,0.8918
379,1,,0.0014,0.8750
379,4,,0.0011,0.8693
379,6,,0.0011,0.8769
379,8,,0.0011,0.8807
379,10,,0.0011,0.8864
379,12,,0.0011,0.8906
379,14,,0.001,0.8935
379,14,0.027,0.001,0.8935
380,1,,0.001,0.9091
380,3,,0.0011,0.8920
380,5,,0.0011,0.8920
380,7,,0.00098917,0.8888
380,10,,0.00097365,0.8966
380,12,,0.00096252,0.9010
380,14,,0.00095568,0.9013
380,14,0.028,0.00095568,0.9013
381,1,,0.00067692,0.9034
381,3,,0.00089118,0.8920
381,6,,0.0008597,0.8835
381,9,,0.00081188,0.8958
381,11,,0.00088072,0.8926
381,13,,0.00091546,0.8951
381,14,0.025,0.00091117,0.8952
382,1,,0.00078876,0.9148
382,4,,0.00086419,0.9077
382,6,,0.000821,0.8958
382,9,,0.00082481,0.8939
382,11,,0.00086188,0.8951
382,13,,0.00089789,0.8951
382,14,0.026,0.00089649,0.8952
383,1,,0.0011,0.9091
383,3,,0.00091755,0.8788
383,6,,0.00078194,0.8987
383,8,,0.0007837,0.8935
383,11,,0.00082337,0.8967
383,13,,0.00082076,0.8990
383,14,0.026,0.00084266,0.8991
384,1,,0.00081336,0.9545
384,3,,0.00077776,0.9034
384,5,,0.0011,0.9057
384,7,,0.001,0.8961
384,10,,0.001,0.9074
384,13,,0.00099937,0.9008
384,14,0.028,0.00099798,0.9009
385,1,,0.00096381,0.9091
385,3,,0.00075864,0.9242
385,5,,0.00072869,0.9125
385,7,,0.00083205,0.8937
385,9,,0.0007924,0.8851
385,11,,0.00082257,0.8884
385,14,,0.00085069,0.8944
385,14,0.028,0.00085069,0.8944
386,1,,0.00091196,0.9091
386,3,,0.00086836,0.8864
386,6,,0.0008203,0.8958
386,9,,0.00088748,0.9110
386,11,,0.00088339,0.9044
386,14,,0.00091847,0.9022
386,14,0.025,0.00091847,0.9022
387,1,,0.00075862,0.9091
387,3,,0.001,0.9148
387,6,,0.001,0.9091
387,8,,0.00099294,0.9034
387,10,,0.001,0.9040
387,12,,0.00099201,0.9062
387,14,,0.00097531,0.9065
387,14,0.028,0.00097531,0.9065
388,1,,0.00078081,0.9034
388,4,,0.00075344,0.8949
388,6,,0.00080874,0.8911
388,9,,0.00079378,0.8965
388,12,,0.00091805,0.8982
388,14,,0.00088254,0.8961
388,14,0.024,0.00088254,0.8961
389,1,,0.00050674,0.9318
389,3,,0.00083638,0.8996
389,6,,0.00082136,0.8958
389,9,,0.00085915,0.9015
389,11,,0.00087985,0.9091
389,14,,0.00085735,0.9078
389,14,0.026,0.00085735,0.9078
390,1,,0.0009172,0.8693
390,3,,0.00079421,0.8712
390,5,,0.00089564,0.8920
390,7,,0.00089382,0.8994
390,9,,0.00086782,0.9009
390,11,,0.00081768,0.9013
390,14,,0.00084032,0.9022
390,14,0.027,0.00084032,0.9022
391,1,,0.00099436,0.9091
391,4,,0.00073176,0.8977
391,6,,0.00072246,0.8949
391,8,,0.00082225,0.8963
391,11,,0.00084251,0.8988
391,14,,0.00084735,0.8965
391,14,0.027,0.00084735,0.8965
392,1,,0.0015,0.8693
392,3,,0.00094382,0.8864
392,6,,0.00089677,0.8873
392,8,,0.00085331,0.8800
392,10,,0.00087276,0.8858
392,13,,0.00083929,0.8885
392,14,0.026,0.0008408,0.8861
393,1,,0.00095919,0.9091
393,3,,0.00077891,0.8958
393,5,,0.00084324,0.8989
393,8,,0.00083895,0.9027
393,11,,0.00080134,0.8988
393,13,,0.00089548,0.8990
393,14,0.025,0.00089388,0.8991
394,1,,0.0012,0.8466
394,3,,0.00090348,0.8883
394,5,,0.0008375,0.9034
394,8,,0.00088834,0.9034
394,11,,0.00085403,0.9055
394,13,,0.00088755,0.9012
394,14,0.025,0.00088231,0.9009
395,1,,0.0008362,0.9091
395,4,,0.0009439,0.8949
395,6,,0.0008936,0.8892
395,8,,0.00088618,0.8949
395,10,,0.00094072,0.8977
395,12,,0.00093854,0.8973
395,14,,0.00096438,0.8952
395,14,0.026,0.00096438,0.8952
396,1,,0.0012,0.9148
396,3,,0.0014,0.8826
396,5,,0.0012,0.8852
396,7,,0.0012,0.8904
396,10,,0.0011,0.8909
396,12,,0.001,0.8925
396,14,0.026,0.001,0.8948
397,1,,0.00069616,0.9091
397,4,,0.00071106,0.8821
397,6,,0.00072624,0.8807
397,8,,0.00074835,0.8878
397,10,,0.00082627,0.8926
397,13,,0.00083363,0.8907
397,14,0.025,0.0008308,0.8909
398,1,,0.00077784,0.9318
398,3,,0.00079055,0.9261
398,5,,0.00085476,0.9102
398,7,,0.00092113,0.9042
398,10,,0.00090346,0.9028
398,13,,0.00083492,0.9025
398,14,0.024,0.0008305,0.9026
399,1,,0.00073419,0.9261
399,3,,0.00066343,0.8996
399,6,,0.00080316,0.8977
399,9,,0.00079769,0.8908
399,12,,0.00078407,0.8897
399,14,,0.0007682,0.8913
399,14,0.026,0.0007682,0.8913
400,1,,0.00053879,0.9091
400,3,,0.00051854,0.9053
400,6,,0.00066522,0.8968
400,8,,0.000742,0.8977
400,10,,0.0007613,0.8989
400,12,,0.00077268,0.8973
400,14,,0.00077057,0.8983
400,14,0.026,0.00077057,0.8983
401,1,,0.00075724,0.9034
401,3,,0.00058856,0.8996
401,6,,0.00072439,0.9091
401,8,,0.00076587,0.9119
401,10,,0.00081865,0.9040
401,12,,0.00081757,0.9034
401,14,,0.0008072,0.9043
401,14,0.027,0.0008072,0.9043
402,1,,0.00081613,0.9375
402,3,,0.00090494,0.9242
402,5,,0.00083413,0.9136
402,7,,0.00078219,0.9050
402,9,,0.00080889,0.9021
402,11,,0.0008781,0.9029
402,14,,0.00086111,0.9022
402,14,0.026,0.00086111,0.9022
403,1,,0.00059112,0.9091
403,4,,0.00082339,0.9034
403,6,,0.00082097,0.8996
403,9,,0.00079028,0.8971
403,11,,0.00078694,0.8931
403,13,,0.0008054,0.8964
403,14,0.025,0.00080003,0.8965
404,1,,0.00068202,0.9148
404,3,,0.00085928,0.8958
404,5,,0.00082989,0.8864
404,7,,0.0007972,0.8961
404,9,,0.00078109,0.8939
404,11,,0.00076289,0.8972
404,14,,0.00074575,0.9013
404,14,0.027,0.00074575,0.9013
405,1,,0.0012,0.9034
405,3,,0.00085703,0.8750
405,5,,0.00087247,0.8898
405,8,,0.00082809,0.8999
405,10,,0.00074826,0.9017
405,13,,0.00073559,0.9012
405,14,0.026,0.00073206,0.9013
406,1,,0.001,0.8864
406,3,,0.00086007,0.8788
406,5,,0.00079034,0.8875
406,7,,0.00079387,0.8953
406,10,,0.00080788,0.8972
406,12,,0.00079416,0.8968
406,14,,0.00077587,0.8978
406,14,0.027,0.00077587,0.8978
407,1,,0.0005215,0.9148
407,4,,0.00061895,0.9048
407,6,,0.00072611,0.8939
407,8,,0.00070795,0.8977
407,11,,0.00065814,0.9050
407,13,,0.00070249,0.9047
407,14,0.027,0.00072454,0.9048
408,1,,0.00065751,0.9091
408,4,,0.00096278,0.8991
408,6,,0.00091785,0.9062
408,8,,0.00089596,0.9034
408,10,,0.00085774,0.8966
408,12,,0.00083278,0.8958
408,14,,0.00084445,0.8970
408,14,0.026,0.00084445,0.8970
409,1,,0.0006733,0.9205
409,3,,0.00082175,0.9299
409,5,,0.00080977,0.9057
409,7,,0.00090438,0.8969
409,9,,0.00088401,0.8933
409,11,,0.00089605,0.8931
