loss,accuracy
0.07059229165315628,0.6068669557571411
0.042099062353372574,0.6390557885169983
0.025865649804472923,0.6527897119522095
0.023956429213285446,0.6309012770652771
0.02410237118601799,0.6317596435546875
0.022307706996798515,0.6309012770652771
0.0216791033744812,0.6309012770652771
0.02096148207783699,0.6309012770652771
0.0200142040848732,0.6334763765335083
0.019327178597450256,0.6309012770652771
0.0188551377505064,0.6369098424911499
0.019012324512004852,0.6386266350746155
0.018108462914824486,0.6330472230911255
0.01723470725119114,0.6416308879852295
0.01761101745069027,0.6480686664581299
0.01633087545633316,0.6351931095123291
0.017007961869239807,0.6467810869216919
0.016785845160484314,0.6570815443992615
0.015835199505090714,0.6450643539428711
0.015146568417549133,0.6377682685852051
0.015079271979629993,0.6377682685852051
0.014898891560733318,0.6429184675216675
0.015031727962195873,0.6532188653945923
0.01363599207252264,0.6699571013450623
0.013748145662248135,0.685836911201477
0.01251918449997902,0.7274678349494934
0.01230856217443943,0.7072961330413818
0.014667445793747902,0.6532188653945923
0.011625073850154877,0.681545078754425
0.011805564165115356,0.694420576095581
0.011728614568710327,0.6845493316650391
0.011203243397176266,0.729613721370697
0.010666904039680958,0.6952789425849915
0.009780244901776314,0.695708155632019
0.01098975632339716,0.6866952776908875
0.008842072449624538,0.6927038431167603
0.009832439944148064,0.6789699792861938
0.009799061343073845,0.6948497891426086
0.009990381076931953,0.667382001876831
0.008472367189824581,0.6935622096061707
0.0080114109441638,0.7214592099189758
0.008513268083333969,0.6854076981544495
0.007477919105440378,0.7145922780036926
0.007124593947082758,0.6836909651756287
0.007475181482732296,0.6776823997497559
0.007211410906165838,0.6961373686790466
0.006796862464398146,0.6948497891426086
0.007086241617798805,0.6570815443992615
0.007723514456301928,0.6931330561637878
0.0067969318479299545,0.7158798575401306
0.007819063030183315,0.6922746896743774
0.006311727222055197,0.7373390793800354
0.0058931997045874596,0.6763948202133179
0.008245280012488365,0.677253246307373
0.005971444770693779,0.7171673774719238
0.005702599883079529,0.6909871101379395
0.005641736555844545,0.7150214314460754
0.005378441419452429,0.6793991327285767
0.005174235440790653,0.694420576095581
0.004983202554285526,0.6506437659263611
0.00540614128112793,0.7133046984672546
0.0049106525257229805,0.7064377665519714
0.004736060276627541,0.6622317433357239
0.004903680644929409,0.6793991327285767
0.004588257521390915,0.6656652092933655
0.004236368462443352,0.7377682328224182
0.004267361015081406,0.7064377665519714
0.004172174725681543,0.7459227442741394
0.004047369118779898,0.6665235757827759
0.003930971957743168,0.7038626670837402
0.0038593763019889593,0.7072961330413818
0.0041961208917200565,0.704291820526123
0.0038401365745812654,0.7038626670837402
0.0037392128724604845,0.7034334540367126
0.003777541220188141,0.6776823997497559
0.0035914334002882242,0.7081544995307922
0.003723961068317294,0.7321888208389282
0.0033801759127527475,0.6652360558509827
0.0031518947798758745,0.7051501870155334
0.003434637561440468,0.7090128660202026
0.0033941809087991714,0.704291820526123
0.010445944033563137,0.6965665221214294
0.00925836805254221,0.6450643539428711
0.004630706738680601,0.7300429344177246
0.0031697163358330727,0.7231759428977966
0.002697553252801299,0.6978541016578674
0.0025494364090263844,0.6892703771591187
0.002514106221497059,0.7060086131095886
0.0025150722358375788,0.6948497891426086
0.003278462216258049,0.6832618117332458
0.0023578654509037733,0.694420576095581
0.0021509756334125996,0.6845493316650391
0.0022308684419840574,0.711158812046051
0.0025093366857618093,0.7163090109825134
0.0023847073316574097,0.6965665221214294
0.0020678334403783083,0.6888412237167358
0.0018964802147820592,0.711158812046051
0.0018244292587041855,0.7017167210578918
0.002121962606906891,0.6905579566955566
0.0018992548575624824,0.7094420790672302
0.001813966315239668,0.7193133234977722
0.0054589384235441685,0.6819742321968079
0.008024119772017002,0.6789699792861938
0.0034214602783322334,0.7180257439613342
0.0025792266242206097,0.6991416215896606
0.002161584794521332,0.725321888923645
0.0019812744576483965,0.7115879654884338
0.00181756098754704,0.704291820526123
0.0018141028704121709,0.7163090109825134
0.0017109779873862863,0.7227467894554138
0.0016718035330995917,0.6909871101379395
0.0016491372371092439,0.7094420790672302
0.0017446480924263597,0.7047210335731506
0.0016118736239150167,0.7261802554130554
0.0016006100922822952,0.7060086131095886
0.0015549976378679276,0.7081544995307922
0.0015026131877675653,0.7128755450248718
0.001548349391669035,0.7124463319778442
0.0015975224087014794,0.701287567615509
0.0016163126565515995,0.7171673774719238
0.0016708781477063894,0.7317596673965454
0.0015377856325358152,0.716738224029541
0.0014945504954084754,0.719742476940155
0.0014878312358632684,0.7034334540367126
0.0014983110595494509,0.7163090109825134
0.0014406157424673438,0.7150214314460754
0.0014551973436027765,0.705579400062561
0.0014993497170507908,0.706866979598999
0.0014805506216362119,0.706866979598999
0.0014386336551979184,0.7184549570083618
0.0014103985158726573,0.7072961330413818
0.0014254491543397307,0.7034334540367126
0.0015192037681117654,0.7287553548812866
0.0014160249847918749,0.7115879654884338
0.0014221075689420104,0.7047210335731506
0.001346637960523367,0.726609468460083
0.0013248915784060955,0.7175965905189514
0.001370196812786162,0.7077253460884094
0.0013448391109704971,0.7060086131095886
0.001314913504756987,0.7072961330413818
0.001288787228986621,0.7236051559448242
0.0013562306994572282,0.6875536441802979
0.0013328989734873176,0.6991416215896606
0.0013101130025461316,0.7274678349494934
0.001303657190874219,0.7184549570083618
0.0013288003392517567,0.7188841104507446
0.001381280948407948,0.694420576095581
0.0012978669255971909,0.694420576095581
0.0015595126897096634,0.714163064956665
0.0016962455119937658,0.690128743648529
0.0014175334945321083,0.7021459341049194
0.001288796542212367,0.7377682328224182
0.0013097081100568175,0.694420576095581
0.001330212107859552,0.7390558123588562
0.0012490407098084688,0.6785407662391663
0.0012660673819482327,0.7025750875473022
0.0014118390390649438,0.705579400062561
0.0013925422681495547,0.704291820526123
0.0013635365758091211,0.6952789425849915
0.0012659222120419145,0.6862660646438599
0.001196712371893227,0.7038626670837402
0.001329732360318303,0.7107295989990234
0.0011943320278078318,0.719742476940155
0.0011998005211353302,0.7034334540367126
0.0012171805137768388,0.7085837125778198
0.0011908267624676228,0.7090128660202026
0.0011978155234828591,0.6918454766273499
0.0012641425710171461,0.715450644493103
0.0012261905940249562,0.6849785447120667
0.0013002981431782246,0.6965665221214294
0.0012619484914466739,0.6995708346366882
0.0012350011384114623,0.724034309387207
0.0011623468017205596,0.7137339115142822
0.0013247088063508272,0.6995708346366882
0.0011726217344403267,0.695708155632019
0.001147083006799221,0.7107295989990234
0.0012048237258568406,0.687124490737915
0.0011599077843129635,0.7038626670837402
0.001173352706246078,0.7188841104507446
0.001233282615430653,0.6961373686790466
0.0011820989893749356,0.6927038431167603
0.0012695695040747523,0.695708155632019
0.001195922726765275,0.7077253460884094
0.0011057264637202024,0.6841201782226562
0.001081333844922483,0.7124463319778442
0.0011080304393544793,0.715450644493103
0.001142017194069922,0.7008583545684814
0.0011243211338296533,0.7184549570083618
0.0011568509507924318,0.6918454766273499
0.0010689235059544444,0.6836909651756287
0.0011015511117875576,0.6789699792861938
0.00110865687020123,0.6888412237167358
0.0011064683785662055,0.6961373686790466
0.001269724452868104,0.6600858569145203
0.001328584854491055,0.6763948202133179
0.0011296109296381474,0.6974248886108398
0.0010492801666259766,0.7064377665519714
0.0011078633833676577,0.6678111553192139
0.0010375931160524487,0.7107295989990234
0.0010435208678245544,0.6660944223403931
0.0011106185847893357,0.6866952776908875
0.001152795273810625,0.6699571013450623
0.001021111966110766,0.6819742321968079
0.0010729333152994514,0.7025750875473022
0.0011799830244854093,0.6768240332603455
0.001253177528269589,0.677253246307373
0.0009879103163257241,0.6519313454627991
0.0009330555330961943,0.6991416215896606
0.0009116325527429581,0.6884120106697083
0.0009728794684633613,0.6648068428039551
0.0009921204764395952,0.687124490737915
0.0009451234946027398,0.6927038431167603
0.000840493303257972,0.6639484763145447
